Время;ID локомотива;Тип;Скорость, км/ч;Давление тормозной, МПа;Давление главных резервуаров, МПа;Ток ТЭД, А;Пробег рейса, км;Боксование;Кол-во ошибок;Температура масла, °C;Температура ОЖ, °C;Давление масла, МПа;Давление ОЖ, МПа;Уровень топлива, %;Обороты дизеля, об/мин;Моточасы, ч;Давление воздушного фильтра, кПа;Топливо бак 1, %;Топливо бак 2, %;Расход топлива, л/ч;Суммарный расход, л;Режим двигателя;Тяговое усилие ТЭ33А, кН;Температура трансформатора, °C;Температура ТЭД, °C;Температура IGBT, °C;Напряжение КС, кВ;Ток КС, А;Тяговое усилие, кН;Мощность на валу, кВт;cos φ;Давление тормозных цилиндров, МПа;Health Score;Grade
2026-04-05 03:57:19;TE33A-003;TE33A;71.91;0.663;0.785;486.8;2.951;нет;0;75.4;78.1;0.716;0.137;77.1;774;4034.3;96.0;42.4;34.7;147.7;583.8;Optimal;208.9;;;;;;;;;;89;B
2026-04-05 03:57:24;TE33A-003;TE33A;72.47;0.661;0.784;490.9;2.972;нет;0;75.5;78.2;0.721;0.137;77.1;767;4034.3;96.1;42.4;34.8;143.9;583.9;Optimal;210.1;;;;;;;;;;89;B
2026-04-05 03:57:29;TE33A-003;TE33A;72.58;0.663;0.783;492.1;2.992;нет;0;75.5;78.1;0.719;0.138;77.1;768;4034.3;96.2;42.4;34.7;145.3;583.9;Optimal;212.7;;;;;;;;;;89;B
2026-04-05 03:57:34;TE33A-003;TE33A;73.41;0.664;0.783;490.7;3.012;нет;0;75.7;78.1;0.717;0.137;77.1;763;4034.3;96.1;42.5;34.9;144.6;583.9;Optimal;214.6;;;;;;;;;;89;B
2026-04-05 03:57:39;TE33A-003;TE33A;74.82;0.669;0.784;482.5;3.074;нет;0;75.7;77.9;0.718;0.137;77.1;768;4034.3;96.3;42.3;34.6;151.1;584.1;Optimal;217.2;;;;;;;;;;89;B
2026-04-05 03:57:44;TE33A-003;TE33A;75.28;0.670;0.785;484.7;3.095;нет;0;75.6;78.1;0.717;0.139;77.1;771;4034.3;96.3;42.4;34.6;147.1;584.1;Optimal;217.4;;;;;;;;;;89;B
2026-04-05 03:57:49;TE33A-003;TE33A;74.46;0.673;0.784;490.8;3.116;нет;0;75.5;78.3;0.722;0.138;77.1;770;4034.3;96.2;42.4;34.7;146.2;584.1;Optimal;218.3;;;;;;;;;;89;B
2026-04-05 03:57:54;TE33A-003;TE33A;75.17;0.673;0.784;489.0;3.137;нет;0;75.2;78.3;0.723;0.136;77.1;767;4034.3;96.1;42.4;34.7;146.8;584.2;Optimal;220.3;;;;;;;;;;89;B
2026-04-05 03:57:59;TE33A-003;TE33A;73.89;0.674;0.782;493.9;3.157;нет;0;75.1;78.3;0.726;0.137;77.1;763;4034.3;96.2;42.4;34.8;146.8;584.2;Optimal;215.9;;;;;;;;;;89;B
2026-04-05 03:58:04;TE33A-003;TE33A;72.97;0.675;0.783;495.1;3.177;нет;0;75.0;78.2;0.721;0.137;77.1;766;4034.3;96.2;42.3;34.6;146.3;584.3;Optimal;211.4;;;;;;;;;;89;B
2026-04-05 03:58:09;TE33A-003;TE33A;73.67;0.676;0.785;500.3;3.198;нет;0;75.0;78.2;0.720;0.137;77.1;764;4034.3;96.2;42.2;34.6;146.3;584.3;Optimal;216.4;;;;;;;;;;89;B
2026-04-05 03:58:14;TE33A-003;TE33A;74.42;0.674;0.784;501.7;3.218;нет;0;75.0;78.2;0.724;0.137;77.1;765;4034.3;96.3;42.4;34.6;146.9;584.4;Optimal;220.2;;;;;;;;;;89;B
2026-04-05 03:58:19;TE33A-003;TE33A;73.80;0.673;0.786;502.0;3.239;нет;0;75.1;78.1;0.720;0.136;77.1;763;4034.3;96.4;42.5;34.5;145.4;584.4;Optimal;215.6;;;;;;;;;;89;B
2026-04-05 03:58:24;TE33A-003;TE33A;74.43;0.675;0.787;506.0;3.260;нет;0;75.0;78.0;0.720;0.135;77.1;764;4034.3;96.2;42.5;34.5;146.3;584.4;Optimal;217.5;;;;;;;;;;89;B
2026-04-05 03:58:29;TE33A-003;TE33A;75.18;0.672;0.787;501.3;3.281;нет;0;75.1;78.0;0.719;0.134;77.1;766;4034.3;96.3;42.3;34.6;146.2;584.5;Optimal;215.6;;;;;;;;;;89;B
2026-04-05 03:58:34;TE33A-003;TE33A;76.03;0.670;0.787;496.0;3.302;нет;0;75.0;77.9;0.719;0.134;77.1;769;4034.3;96.3;42.6;34.7;147.0;584.5;Optimal;220.3;;;;;;;;;;89;B
2026-04-05 03:58:39;TE33A-003;TE33A;76.08;0.668;0.786;490.9;3.323;нет;0;75.1;77.8;0.715;0.135;77.1;770;4034.3;96.2;42.5;34.7;146.3;584.6;Optimal;220.2;;;;;;;;;;89;B
2026-04-05 03:58:44;TE33A-003;TE33A;75.97;0.669;0.788;485.7;3.344;нет;0;75.0;77.8;0.717;0.134;77.1;769;4034.3;96.3;42.3;34.7;147.7;584.6;Optimal;221.2;;;;;;;;;;89;B
2026-04-05 03:58:49;TE33A-003;TE33A;75.33;0.667;0.788;497.5;3.365;нет;0;75.0;77.8;0.715;0.135;77.1;766;4034.3;96.3;42.5;34.8;148.3;584.6;Optimal;220.3;;;;;;;;;;89;B
2026-04-05 03:58:54;TE33A-003;TE33A;75.61;0.663;0.788;499.7;3.386;нет;0;74.9;77.8;0.716;0.135;77.1;768;4034.3;96.4;42.2;34.8;144.3;584.7;Optimal;219.2;;;;;;;;;;89;B
2026-04-05 03:58:59;TE33A-003;TE33A;75.39;0.663;0.787;496.3;3.407;нет;0;74.9;77.8;0.720;0.134;77.1;768;4034.3;96.5;42.3;34.7;144.5;584.7;Optimal;221.7;;;;;;;;;;89;B
2026-04-05 03:59:04;TE33A-003;TE33A;75.31;0.664;0.788;491.0;3.428;нет;0;74.6;77.7;0.722;0.135;77.1;771;4034.3;96.6;42.5;34.6;145.4;584.8;Optimal;224.0;;;;;;;;;;89;B
2026-04-05 03:59:09;TE33A-003;TE33A;73.63;0.666;0.788;499.8;3.448;нет;0;74.7;77.6;0.719;0.136;77.1;774;4034.3;96.5;42.3;34.7;146.3;584.8;Optimal;215.8;;;;;;;;;;89;B
2026-04-05 03:59:14;TE33A-003;TE33A;72.33;0.663;0.789;501.5;3.468;нет;0;74.7;77.5;0.726;0.136;77.1;777;4034.3;96.3;42.4;34.7;146.9;584.8;Optimal;211.0;;;;;;;;;;89;B
2026-04-05 03:59:19;TE33A-003;TE33A;73.09;0.662;0.790;500.1;3.489;нет;0;74.5;77.7;0.720;0.136;77.1;774;4034.3;96.3;42.4;34.8;147.2;584.9;Optimal;214.4;;;;;;;;;;89;B
2026-04-05 03:59:24;TE33A-003;TE33A;73.30;0.659;0.790;506.9;3.509;нет;0;74.4;77.7;0.729;0.137;77.1;774;4034.3;96.3;42.4;34.7;148.0;584.9;Optimal;214.3;;;;;;;;;;89;B
2026-04-05 03:59:29;TE33A-003;TE33A;74.74;0.659;0.790;503.5;3.530;нет;0;74.3;77.7;0.725;0.138;77.1;773;4034.3;96.3;42.2;34.7;147.1;585.0;Optimal;216.1;;;;;;;;;;89;B
2026-04-05 03:59:34;TE33A-003;TE33A;75.21;0.658;0.788;502.1;3.551;нет;0;74.3;77.8;0.717;0.139;77.1;778;4034.3;96.5;42.3;34.7;148.3;585.0;Optimal;218.7;;;;;;;;;;89;B
2026-04-05 03:59:39;TE33A-003;TE33A;75.05;0.659;0.788;496.6;3.572;нет;0;74.4;77.7;0.718;0.139;77.1;781;4034.3;96.4;42.5;34.6;148.1;585.0;Optimal;218.7;;;;;;;;;;89;B
2026-04-05 03:59:44;TE33A-003;TE33A;76.10;0.657;0.788;495.9;3.593;нет;0;74.5;77.8;0.716;0.141;77.1;784;4034.3;96.4;42.6;34.7;149.2;585.1;Optimal;223.7;;;;;;;;;;89;B
2026-04-05 03:59:49;TE33A-003;TE33A;76.07;0.656;0.788;498.5;3.614;нет;0;74.4;77.6;0.719;0.140;77.1;785;4034.3;96.6;42.4;34.7;148.9;585.1;Optimal;225.6;;;;;;;;;;89;B
2026-04-05 03:59:54;TE33A-003;TE33A;76.85;0.652;0.787;498.2;3.636;нет;0;74.4;77.7;0.716;0.141;77.1;786;4034.3;96.6;42.3;34.8;150.7;585.2;Optimal;224.8;;;;;;;;;;89;B
2026-04-05 03:59:59;TE33A-003;TE33A;76.92;0.652;0.790;495.7;3.657;нет;0;74.8;77.7;0.712;0.137;77.1;787;4034.3;96.6;42.3;34.7;148.7;585.2;Optimal;224.9;;;;;;;;;;89;B
2026-04-05 04:00:04;TE33A-003;TE33A;76.06;0.652;0.787;493.4;3.678;нет;0;75.0;77.7;0.717;0.138;77.1;783;4034.3;96.6;42.4;34.6;149.2;585.3;Optimal;220.9;;;;;;;;;;89;B
2026-04-05 04:00:09;TE33A-003;TE33A;75.15;0.652;0.787;496.2;3.699;нет;0;74.9;77.7;0.716;0.138;77.1;781;4034.3;96.5;42.3;34.8;151.4;585.3;Optimal;217.6;;;;;;;;;;89;B
2026-04-05 04:00:14;TE33A-003;TE33A;74.32;0.652;0.789;500.2;3.719;нет;0;75.0;77.7;0.716;0.137;77.1;776;4034.3;96.6;42.3;34.7;148.4;585.3;Optimal;215.6;;;;;;;;;;89;B
2026-04-05 04:00:19;TE33A-003;TE33A;75.42;0.655;0.787;497.9;3.740;нет;0;74.8;77.6;0.717;0.139;77.1;773;4034.3;96.7;42.4;34.7;146.8;585.4;Optimal;221.1;;;;;;;;;;89;B
2026-04-05 04:00:24;TE33A-003;TE33A;75.73;0.656;0.787;498.7;3.761;нет;0;74.9;77.6;0.717;0.139;77.1;777;4034.3;96.7;42.3;34.5;149.8;585.4;Optimal;221.5;;;;;;;;;;89;B
2026-04-05 04:00:29;TE33A-003;TE33A;76.26;0.661;0.787;497.4;3.782;нет;0;74.7;77.6;0.719;0.140;77.1;777;4034.3;96.7;42.5;34.6;148.0;585.5;Optimal;221.8;;;;;;;;;;89;B
2026-04-05 04:00:34;TE33A-003;TE33A;75.71;0.660;0.787;500.9;3.803;нет;0;74.7;77.7;0.722;0.140;77.1;781;4034.3;96.9;42.4;34.8;147.9;585.5;Optimal;223.4;;;;;;;;;;89;B
2026-04-05 04:00:39;TE33A-003;TE33A;76.08;0.664;0.788;500.6;3.824;нет;0;74.7;77.8;0.726;0.138;77.1;782;4034.3;96.8;42.6;34.8;147.5;585.5;Optimal;225.0;;;;;;;;;;89;B
2026-04-05 04:00:44;TE33A-003;TE33A;75.10;0.665;0.788;501.2;3.845;нет;0;74.3;77.7;0.722;0.137;77.1;775;4034.3;96.8;42.4;34.8;145.9;585.6;Optimal;218.6;;;;;;;;;;89;B
2026-04-05 04:00:49;TE33A-003;TE33A;73.85;0.666;0.787;503.4;3.865;нет;0;74.2;77.7;0.721;0.138;77.1;776;4034.3;96.7;42.3;34.9;148.1;585.6;Optimal;215.7;;;;;;;;;;89;B
2026-04-05 04:00:54;TE33A-003;TE33A;72.58;0.665;0.786;501.9;3.885;нет;0;74.1;77.5;0.723;0.139;77.1;775;4034.3;96.9;42.4;34.8;148.8;585.7;Optimal;209.6;;;;;;;;;;89;B
2026-04-05 04:00:59;TE33A-003;TE33A;71.74;0.663;0.785;501.1;3.905;нет;0;73.9;77.4;0.729;0.139;77.1;772;4034.3;96.9;42.2;34.7;147.3;585.7;Optimal;207.7;;;;;;;;;;89;B
2026-04-05 04:01:04;TE33A-003;TE33A;72.65;0.660;0.786;506.7;3.926;нет;0;73.7;77.6;0.726;0.139;77.1;772;4034.3;97.0;42.3;34.5;147.6;585.7;Optimal;210.0;;;;;;;;;;89;B
2026-04-05 04:01:09;TE33A-003;TE33A;73.01;0.657;0.786;504.3;3.946;нет;0;73.4;77.6;0.723;0.138;77.1;773;4034.3;96.9;42.4;34.8;147.0;585.8;Optimal;212.7;;;;;;;;;;89;B
2026-04-05 04:01:14;TE33A-003;TE33A;74.03;0.655;0.786;495.5;3.966;нет;0;73.1;77.6;0.720;0.140;77.1;771;4034.3;96.9;42.5;34.7;147.2;585.8;Optimal;215.8;;;;;;;;;;89;B
2026-04-05 04:01:19;TE33A-003;TE33A;76.16;0.653;0.783;491.5;3.988;нет;0;73.1;77.6;0.722;0.139;77.1;772;4034.3;96.8;42.5;34.7;146.3;585.9;Optimal;224.0;;;;;;;;;;89;B
2026-04-05 04:01:24;TE33A-003;TE33A;75.05;0.660;0.784;491.0;4.009;нет;0;73.0;77.7;0.722;0.141;77.1;771;4034.3;96.7;42.4;34.7;145.4;585.9;Optimal;222.1;;;;;;;;;;89;B
2026-04-05 04:01:29;TE33A-003;TE33A;76.49;0.662;0.783;487.5;4.030;нет;0;72.7;77.7;0.725;0.141;77.1;770;4034.3;96.6;42.6;34.7;146.5;586.0;Optimal;223.9;;;;;;;;;;90;A
2026-04-05 04:01:34;TE33A-003;TE33A;76.25;0.663;0.784;492.9;4.051;нет;0;72.8;77.7;0.729;0.142;77.1;770;4034.3;96.8;42.5;34.7;146.7;586.0;Optimal;221.6;;;;;;;;;;90;A
2026-04-05 04:01:39;TE33A-003;TE33A;76.34;0.661;0.784;491.5;4.073;нет;0;72.8;77.8;0.726;0.143;77.1;774;4034.3;96.8;42.4;34.6;146.7;586.0;Optimal;222.1;;;;;;;;;;90;A
2026-04-05 04:01:44;TE33A-003;TE33A;77.14;0.665;0.785;488.4;4.094;нет;0;73.1;77.8;0.726;0.143;77.1;771;4034.3;96.9;42.5;34.6;147.1;586.1;Optimal;224.9;;;;;;;;;;89;B
2026-04-05 04:01:49;TE33A-003;TE33A;78.18;0.662;0.786;495.0;4.116;нет;0;73.1;78.0;0.726;0.142;77.1;771;4034.3;97.0;42.4;34.6;149.1;586.1;Optimal;229.3;;;;;;;;;;89;B
2026-04-05 04:01:54;TE33A-003;TE33A;79.10;0.658;0.784;495.2;4.138;нет;0;73.1;78.1;0.728;0.142;77.1;771;4034.3;97.0;42.4;34.6;148.3;586.2;Optimal;230.4;;;;;;;;;;89;B
2026-04-05 04:01:59;TE33A-003;TE33A;79.42;0.652;0.785;492.0;4.160;нет;0;73.1;78.0;0.725;0.142;77.1;774;4034.3;96.9;42.4;34.7;148.7;586.2;Optimal;232.0;;;;;;;;;;89;B
2026-04-05 04:02:04;TE33A-003;TE33A;79.24;0.650;0.786;496.0;4.182;нет;0;73.2;78.0;0.726;0.141;77.1;776;4034.3;97.0;42.4;34.6;147.8;586.2;Optimal;231.5;;;;;;;;;;89;B
2026-04-05 04:02:09;TE33A-003;TE33A;80.58;0.647;0.788;495.7;4.204;нет;0;73.2;78.1;0.726;0.141;77.1;776;4034.3;97.1;42.4;34.8;148.8;586.3;Optimal;236.5;;;;;;;;;;89;B
2026-04-05 04:02:14;TE33A-003;TE33A;80.14;0.648;0.786;496.0;4.227;нет;0;73.3;78.0;0.720;0.140;77.1;776;4034.3;97.2;42.4;34.8;145.5;586.3;Optimal;235.2;;;;;;;;;;89;B
2026-04-05 04:02:19;TE33A-003;TE33A;79.91;0.648;0.788;491.7;4.249;нет;0;73.3;78.0;0.721;0.139;77.1;777;4034.3;97.3;42.3;34.7;146.7;586.4;Optimal;232.9;;;;;;;;;;89;B
2026-04-05 04:02:24;TE33A-003;TE33A;79.26;0.647;0.787;487.6;4.271;нет;0;73.5;78.0;0.725;0.140;77.1;778;4034.3;97.4;42.3;34.8;150.0;586.4;Optimal;232.3;;;;;;;;;;89;B
2026-04-05 04:02:29;TE33A-003;TE33A;80.19;0.647;0.786;495.6;4.293;нет;0;73.6;78.1;0.724;0.140;77.1;780;4034.3;97.4;42.4;34.7;152.3;586.4;Optimal;234.1;;;;;;;;;;89;B
2026-04-05 04:02:34;TE33A-003;TE33A;80.94;0.647;0.787;503.3;4.316;да;0;73.4;78.0;0.724;0.141;77.1;783;4034.3;97.4;42.4;34.7;149.3;586.5;Optimal;237.4;;;;;;;;;;89;B
2026-04-05 04:02:39;TE33A-003;TE33A;82.60;0.651;0.786;511.9;4.339;нет;0;73.3;77.9;0.731;0.142;77.1;786;4034.3;97.4;42.3;34.9;149.1;586.5;Optimal;245.7;;;;;;;;;;89;B
2026-04-05 04:02:44;TE33A-003;TE33A;81.82;0.648;0.785;518.7;4.362;нет;0;73.2;78.0;0.733;0.143;77.1;789;4034.3;97.4;42.2;34.9;152.0;586.6;Optimal;241.7;;;;;;;;;;89;B
2026-04-05 04:02:49;TE33A-003;TE33A;81.87;0.651;0.785;523.2;4.384;нет;0;72.9;77.9;0.725;0.144;77.1;789;4034.3;97.3;42.3;34.7;150.1;586.6;Optimal;242.0;;;;;;;;;;89;B
